game_name,cluster_id,cluster_label
Touhou 13.5: Hopeless Masquerade,3,Competitive/E-Sports
King Arthur 2,3,Competitive/E-Sports
Total War: Rome II - Caesar in Gaul,3,Competitive/E-Sports
Total War: Rome II,3,Competitive/E-Sports
Total War: Rome 2 Nomadic Tribes Culture Pack,3,Competitive/E-Sports
Tom Clancys Splinter Cell: Blacklist,3,Competitive/E-Sports
Tomb Raider,3,Competitive/E-Sports
This is the Police,3,Competitive/E-Sports
The X-Files,1,Easy
The Witness,2,AAA Medium Graphics
The Witcher III: Wild Hunt - Blood and Wine,0,AAA High Graphics
The Witcher III - Game of the Year Edition,0,AAA High Graphics
Total War: Rome II Blood & Gore,3,Competitive/E-Sports
The Walking Dead: Michonne - Episode 3: What We Deserve,1,Easy
The Walking Dead: Michonne - Episode 2: Give No Shelter,1,Easy
The Walking Dead: Michonne,1,Easy
Pavel Quest,1,Easy
Particula,1,Easy
Pay2Win: The Tricks Exposed,3,Competitive/E-Sports
TheBluVR,0,AAA High Graphics
Piercing Blow,1,Easy
Wings Of The Luftwaffe,1,Easy
Party Hard,1,Easy
Voodoo Dice,1,Easy
Karateka,1,Easy
Penarium,3,Competitive/E-Sports
Journey: The Heart of Gaia,1,Easy
Grimm Ep 11 - King Midas,1,Easy
Journey (2012),3,Competitive/E-Sports
Grimm Ep 13 - The Golden Goose,1,Easy
Grimm Ep 14 - Iron John,1,Easy
Grimm Ep 12 - Cinderella,1,Easy
Grimm Ep 10 - The Singing Bone,1,Easy
Grimm Ep 1 - A Boy Learns What Fear Is,1,Easy
Grimm,1,Easy
Gridiron Solitaire,1,Easy
grepr,1,Easy
The Way,3,Competitive/E-Sports
Tiny Brains,3,Competitive/E-Sports
GRID: Autosport,3,Competitive/E-Sports
Tokyo Hosto,1,Easy
Tom Clancy: Ghost Recon Future Soldier: Raven Strike,3,Competitive/E-Sports
Toki Tori 2,1,Easy
Time is War,1,Easy
The Walking Dead: A New Frontier - Episode 2,1,Easy
Thunder Wolves,1,Easy
Thomas Was Alone,1,Easy
TheEndofLife,1,Easy
The Walking Dead: A New Frontier - Episode 1,1,Easy
The Town Of Light,3,Competitive/E-Sports
The Solus Project,2,AAA Medium Graphics
The Turing Test,0,AAA High Graphics
The Sims 4: City Living,3,Competitive/E-Sports
Pahelika: Secret Legends,1,Easy
PANORAMICAL,1,Easy
Parallax,1,Easy
Owlboy,1,Easy
Paperbound,1,Easy
Paint the Town Red,3,Competitive/E-Sports
OverRuled!,1,Easy
The Technomancer,2,AAA Medium Graphics
The Uncertain,2,AAA Medium Graphics
The Skies,2,AAA Medium Graphics
Overlord: Fellowship of Evil,3,Competitive/E-Sports
Outsiders,1,Easy
Venetica,1,Easy
Under The Garden,1,Easy
UK Truck Simulator,1,Easy
Jagged Alliance: Crossfire,3,Competitive/E-Sports
Jagged Alliance: Back in Action DLC: Point Blank,3,Competitive/E-Sports
Grave Prosperity: Redux,1,Easy
Jagged Alliance: Back in Action DLC: Night Specialist Kit,3,Competitive/E-Sports
Gods Will Be Watching,3,Competitive/E-Sports
God Factory: Wingmen,1,Easy
Goat Simulator: MMO Simulator,3,Competitive/E-Sports
Goat Simulator,3,Competitive/E-Sports
Gigantic Army,1,Easy
Jet Set Radio HD,1,Easy
Ghostship Aftermath,1,Easy
Get Off my Lawn!,1,Easy
The Walking Dead: Survival Instinct,3,Competitive/E-Sports
The Walking Dead: 400 Days,1,Easy
The Walking Dead 2: Episode 1,1,Easy
The Wolf Among Us,1,Easy
Gearcrack Arena,1,Easy
Vanquish,2,AAA Medium Graphics
The Wonderful 101,2,AAA Medium Graphics
The Train,1,Easy
The Silver Case,1,Easy
The Preposterous Awesomeness of Everything,1,Easy
The Tiny Tale,1,Easy
The Legend of Heroes: Trails of Cold Steel,3,Competitive/E-Sports
The Lost Mythologies,3,Competitive/E-Sports
The Next Door,3,Competitive/E-Sports
Ori and the Blind Forest,3,Competitive/E-Sports
OreLight,1,Easy
Outland 17: Void of Liberty,1,Easy
One More Dungeon,1,Easy
Oceanhorn: Monster of Uncharted Seas,1,Easy
Offworld Trading Company,2,AAA Medium Graphics
Jagged Alliance: Back in Action,3,Competitive/E-Sports
Jagged Alliance Online,1,Easy
The Ship: Remasted,3,Competitive/E-Sports
The Little Acre,3,Competitive/E-Sports
One Piece: Pirate Warriors 3,3,Competitive/E-Sports
Jagged Alliance: Back in Action DLC: Jungle Specialist Kit,3,Competitive/E-Sports
Jagged Alliance: Back in Action DLC: Desert Specialist Kit,3,Competitive/E-Sports
J.U.L.I.A.,1,Easy
J.A.S.F. Janes Advanced Strike Fighters,1,Easy
Iron Sky: Invasion,3,Competitive/E-Sports
Iron Front: Liberation 1944 D-Day,3,Competitive/E-Sports
Oddworld: Abes Oddysee New n Tasty,3,Competitive/E-Sports
GearCity,1,Easy
Gear Up,1,Easy
Gavins Quest,1,Easy
Gauntlet,3,Competitive/E-Sports
Gang Beasts,1,Easy
GamersGoMakers,1,Easy
The Swapper,3,Competitive/E-Sports
Game Test Life,1,Easy
Game of Thrones: Iron From Ice,3,Competitive/E-Sports
The Thirty Nine Steps,1,Easy
The Stanley Parable,1,Easy
The Snow,1,Easy
The Sims 3: Roaring Heights,1,Easy
The King of Fighters XIV,3,Competitive/E-Sports
The Sims 3 Starter Pack,1,Easy
The Showdown Effect,1,Easy
The Huntsman: Winters Curse,2,AAA Medium Graphics
The Jackbox Party Pack 3,1,Easy
The Final Station,1,Easy
The Elder Scrolls V: Skyrim - Special Edition,0,AAA High Graphics
The Dwarves,0,AAA High Graphics
Obey,1,Easy
OBERON,1,Easy
Not Alone,1,Easy
Not A Hero,1,Easy
Nostalgica: An Old World Passes,1,Easy
Northern Shadow,3,Competitive/E-Sports
NOBUNAGA'S AMBITION: Sphere of Influence,1,Easy
Nosgoth,3,Competitive/E-Sports
Noct,1,Easy
Transformers: War For Cybertron,3,Competitive/E-Sports
The Golf Club VR,0,AAA High Graphics
The Lab,0,AAA High Graphics
The Elder Scrolls Online Gold Edition,3,Competitive/E-Sports
Toy Soldiers,1,Easy
Iron Front: Liberation 1944,3,Competitive/E-Sports
Iron Brigade,1,Easy
Insanely Twisted Shadow Planet,1,Easy
Incredipede,1,Easy
Inversion,3,Competitive/E-Sports
Infestation: Survivor Stories,3,Competitive/E-Sports
The Gallery - Episode 1: Call of the Starseed,0,AAA High Graphics
Gabriel Knight: Sins Of The Fathers 20th Anniversary Edition,1,Easy
Fully Bugged Little Cells,1,Easy
FX Eleven,1,Easy
Full Bore,1,Easy
Freedom Planet,1,Easy
The Raven: Legacy Of A Master Thief,1,Easy
The Novelist,1,Easy
Freedom Fall,1,Easy
The Plan,1,Easy
The Mysterious Cities of Gold Secret Paths,1,Easy
The Night Of The Rabbit,3,Competitive/E-Sports
The Mysterious Cities of Gold: Secret Paths,1,Easy
Ice Age 4: Continental Drift,3,Competitive/E-Sports
The Detail Episode 3: Devil in The Detail,1,Easy
The Deep Paths: Labyrinth Of Andokost,3,Competitive/E-Sports
The Deadly Tower of Monsters,3,Competitive/E-Sports
The Crew: Calling All Units,2,AAA Medium Graphics
The Climb,2,AAA Medium Graphics
the butterfly sign,2,AAA Medium Graphics
Ninja Pizza Girl,3,Competitive/E-Sports
No Heroes,3,Competitive/E-Sports
Ninja Guy,1,Easy
New England Winter:One Sucky Experience,1,Easy
Nevermind,3,Competitive/E-Sports
The Division - Underground,0,AAA High Graphics
The Division - Survival,0,AAA High Graphics
Neural Break,3,Competitive/E-Sports
The Division,0,AAA High Graphics
Tom Clancy Splinter Cell: Conviction,1,Easy
Tom Clancy Hawx 2,1,Easy
Nevergrind,1,Easy
I Am Alive,3,Competitive/E-Sports
The Bunker,3,Competitive/E-Sports
Frederic: Evil Strikes Back,3,Competitive/E-Sports
Freddys Back,1,Easy
FRACT OSC,2,AAA Medium Graphics
Forsaken Fortress,1,Easy
Forest of Suns,1,Easy
Force of nature,1,Easy
Foresight,1,Easy
Forbidden Sanctity,1,Easy
Flockers,3,Competitive/E-Sports
The Lord Of The Rings Online: Helms Deep,1,Easy
The Inner World,1,Easy
The Incredible Adventures of Van Helsing: Blue Blood,1,Easy
Football Manager 2015,1,Easy
The Incredible Adventures of Van Helsing,3,Competitive/E-Sports
The Marching Dead,1,Easy
The Bug Butcher,3,Competitive/E-Sports
Technolust,0,AAA High Graphics
Teenage Mutant Ninja Turtles: Mutants In Manhattan,3,Competitive/E-Sports
TASTEE: Lethal Tactics,3,Competitive/E-Sports
Talisman: The Horus Heresy,3,Competitive/E-Sports
Navpoint,1,Easy
The Battle for Sector 219,3,Competitive/E-Sports
Natural Soccer,1,Easy
NBA 2K16,3,Competitive/E-Sports
NANOS,1,Easy
Mushroom 11,1,Easy
Musclecar Online,1,Easy
Mushihimesama,3,Competitive/E-Sports
The Banner Saga 2,1,Easy
Mugen Souls,3,Competitive/E-Sports
The Black Death,3,Competitive/E-Sports
Thanatos,3,Competitive/E-Sports
The Stalin Subway: Red Veil,1,Easy
The Settlers 7: Paths to a Kingdom,1,Easy
Holy Avatar vs Maidens of the Dead,1,Easy
Hitman : Sniper Challenge,3,Competitive/E-Sports
Hell Yeah! Wrath of the Dead Rabbit,3,Competitive/E-Sports
Hitman Absolution,3,Competitive/E-Sports
flashromances,1,Easy
Fistful of Frags,1,Easy
Tharsis,1,Easy
Firefall,3,Competitive/E-Sports
Fist of Jesus,1,Easy
The Hunters Destiny,1,Easy
First Paradise,1,Easy
The Forgotten Ones,1,Easy
The Fantastic Fivesome,1,Easy
The Elder Scrolls V: Dawnguard,3,Competitive/E-Sports
The Dinosaurs on a Spaceship,1,Easy
The Elder Scrolls V: Hearthfire,3,Competitive/E-Sports
The Deer God,1,Easy
Supraball,3,Competitive/E-Sports
Sven Co-op,1,Easy
SurrealVR,0,AAA High Graphics
Subsistence,2,AAA Medium Graphics
Motosport Revolution,1,Easy
MotoGP 15,0,AAA High Graphics
Mosaic: Game of Gods,1,Easy
Mortal Kombat X,2,AAA Medium Graphics
The Elder Scrolls V: Dragonborn,3,Competitive/E-Sports
Sword Art Online Hollow Realization,2,AAA Medium Graphics
Monstrum,2,AAA Medium Graphics
Mirrored - Chapter 1,1,Easy
SUPERHOT VR,2,AAA Medium Graphics
SUPERHOT,2,AAA Medium Graphics
Mono Gyre,1,Easy
Molten Sky,3,Competitive/E-Sports
Mordheim: City Of The Damned,2,AAA Medium Graphics
Streamline,2,AAA Medium Graphics
Street Fighter V,2,AAA Medium Graphics
The Great Paper Adventure,1,Easy
The Airfighter 2010,1,Easy
Tales from the Void,2,AAA Medium Graphics
Table Top Racing: World Tour,2,AAA Medium Graphics
Hegemony Rome: The Rise of Caesar,3,Competitive/E-Sports
Hearts of Iron III: Their Finest Hour,1,Easy
Haunt : The Real Slender Game,1,Easy
Hearts of Iron III: Stars and Stripes,1,Easy
Harmageddon:Cave Explorer,1,Easy
Hawken,3,Competitive/E-Sports
Harmageddon: Town of the Death,1,Easy
Harmageddon: The Lost Isle,1,Easy
FarSky,3,Competitive/E-Sports
FIFA 15,2,AAA Medium Graphics
Faster Than Light: Advanced Edition,1,Easy
Farming Simulator 2015,3,Competitive/E-Sports
The Dark Eye: Demonicon,3,Competitive/E-Sports
The Chaos Engine,3,Competitive/E-Sports
Tetrobot and Co.,1,Easy
The Bureau: XCOM Declassified,3,Competitive/E-Sports
Stories: The Path of Destinies,2,AAA Medium Graphics
Tera: Rising,3,Competitive/E-Sports
Stellaris: Plantoids Species Pack,3,Competitive/E-Sports
Stellaris: Leviathans,3,Competitive/E-Sports
Stellar Overload,0,AAA High Graphics
Stellaris,3,Competitive/E-Sports
Starward Rogue,1,Easy
Steep,0,AAA High Graphics
Starship Corporation,2,AAA Medium Graphics
Minecraft: Windows 10 Edition,1,Easy
Minecraft: Story Mode,3,Competitive/E-Sports
Mine Dudes,1,Easy
MIND CHAMBERS,1,Easy
Mimpi,1,Easy
Might and Magic Heroes VII,2,AAA Medium Graphics
Syndicates of Arkon,1,Easy
Superstars V8 Next Challenge,1,Easy
Half-Minute Hero,1,Easy
Fatal Frame: Maiden of Black Water,2,AAA Medium Graphics
Half-Life 2: Remastered Collection,0,AAA High Graphics
Guild Wars 2,3,Competitive/E-Sports
Guns of Icarus Online,1,Easy
Farm for your Life,1,Easy
Might & Magic Heroes Online,3,Competitive/E-Sports
Far Cry 4,2,AAA Medium Graphics
Fancy Skulls,1,Easy
Falling Skies: The Game,3,Competitive/E-Sports
Fairspace,1,Easy
Fabula Mortis,1,Easy
Fabricant: Episode 1,1,Easy
Fable Anniversary,3,Competitive/E-Sports
F1 2014,3,Competitive/E-Sports
Teenage Mutant Ninja Turtles: Out of the Shadows,3,Competitive/E-Sports
Tales of Pirates 2,1,Easy
F.E.A.R. Online,1,Easy
Stars in Shadow,3,Competitive/E-Sports
Stardew Valley,1,Easy
Starbound,1,Easy
Tactical Intervention,3,Competitive/E-Sports
Star Wars: Battlefront - Outer Rim,0,AAA High Graphics
Star Wars: Battlefront - Bespin,0,AAA High Graphics
Middle-Earth: Shadow of Mordor - The Bright Lord,2,AAA Medium Graphics
Takedown: Red Sabre,3,Competitive/E-Sports
Might And Magic Heroes Online,1,Easy
Microsoft Flight Simulator 2015,3,Competitive/E-Sports
Sword Of The Stars: The Pit - Mind Games,1,Easy
Sword of the Stars: The Pit,1,Easy
Stable Orbit,3,Competitive/E-Sports
Medieval Engineers,3,Competitive/E-Sports
Star Wars: Battlefront - Death Star,0,AAA High Graphics
Massive Chalice,3,Competitive/E-Sports
Metal Gear Solid V: The Phantom Pain,2,AAA Medium Graphics
Super Strip Fighter IV,1,Easy
Tank Operations: European Campaign,1,Easy
Mayan Death Robots,1,Easy
Mess Goblins,1,Easy
Halo 4,3,Competitive/E-Sports
Gratuitous Tank Battles,1,Easy
Gratuitous Tank Battles: The Western Front,1,Easy
Gotham City Impostors,1,Easy
Eyan,1,Easy
EvilQuest,1,Easy
Ether One,3,Competitive/E-Sports
Grand Chase,1,Easy
Steel Armor:Blaze of War,1,Easy
Evolution RTS,1,Easy
Eterium,3,Competitive/E-Sports
Exodus Wars: Fractured Empire,3,Competitive/E-Sports
Europa Universalis IV: Art of War,1,Easy
Survived,1,Easy
Survivor Squad,1,Easy
Supper Puzzle Platformer Deluxe,1,Easy
Superfrog HD,1,Easy
Super Ubie Land,1,Easy
Super Trench Attack,1,Easy
Surgeon Simulator 2013,1,Easy
Special Tactics,3,Competitive/E-Sports
Space Run Galaxy,3,Competitive/E-Sports
Space Pirates and Zombies 2,3,Competitive/E-Sports
Space Pirate Trainer,0,AAA High Graphics
Space Hulk: Deathwing,0,AAA High Graphics
Marvel Heroes 2015 - Kitty Pryde Pack,2,AAA Medium Graphics
Sorcery: Part 4,1,Easy
Super Splatters,1,Easy
Song of the Deep,3,Competitive/E-Sports
Spellstone,3,Competitive/E-Sports
Mad Max,2,AAA Medium Graphics
Luna Sky,3,Competitive/E-Sports
Lucius 2 : The Prophecy,2,AAA Medium Graphics
Lucid Awakening 2,1,Easy
Somerville,2,AAA Medium Graphics
Star Wars: The Force Unleashed II,1,Easy
StarCraft II: Wings of Liberty,1,Easy
Star Trek Online,3,Competitive/E-Sports
Split Second,3,Competitive/E-Sports
Star Hammer Tactics,1,Easy
Starpoint Gemini,1,Easy
Ghost Whisperer: Forgotten Toys,1,Easy
Gettysburg: Armored Warfare,3,Competitive/E-Sports
Ghost Whisperer: A Brush With Death,1,Easy
Escape Goat 2,3,Competitive/E-Sports
Epic Space,1,Easy
Escape Dead Island,3,Competitive/E-Sports
Super House of Dead Ninjas,1,Easy
Strike Suit Zero,3,Competitive/E-Sports
Strike Suit Infinity,3,Competitive/E-Sports
Magicka 2,3,Competitive/E-Sports
Stonerid,1,Easy
Stick It To The Man,1,Easy
Smash and Grab,2,AAA Medium Graphics
Smashing the Battle,2,AAA Medium Graphics
Sky Tower,0,AAA High Graphics
Slayer Shock,3,Competitive/E-Sports
Lovers in a Dangerous Spacetime,1,Easy
Lost Ghost Mansion,1,Easy
Loading Human,3,Competitive/E-Sports
Lords of the Fallen: Ancient Labyrinth,2,AAA Medium Graphics
Lightrise,1,Easy
Lightning Returns: Final Fantasy XIII,3,Competitive/E-Sports
Sky Break,2,AAA Medium Graphics
Slayaway Camp,1,Easy
Space Ship Alvue 2,1,Easy
Spider Man: Shattered Dimensions,1,Easy
Sneak Thief,1,Easy
Lost Horizon 2,3,Competitive/E-Sports
Space Ship Alvue,1,Easy
Gateways,1,Easy
Gas Guzzlers: Combat Carnage,3,Competitive/E-Sports
Enemy Starfighter,1,Easy
Endless Legend,2,AAA Medium Graphics
Emergency 5,3,Competitive/E-Sports
Emils Block Game,1,Easy
Gameglobe,1,Easy
State of Decay - Breakdown,3,Competitive/E-Sports
Steam and Metal,1,Easy
Enemy Mind,1,Easy
Starpoint Gemini 2,3,Competitive/E-Sports
Gemini Wars,1,Easy
Starlight Inception,3,Competitive/E-Sports
Enemy Front,3,Competitive/E-Sports
Steam Marines,1,Easy
Star Wars: The Old Republic - Rise of the Hutt Cartel,3,Competitive/E-Sports
State Of Decay,3,Competitive/E-Sports
Sins of a Solar Empire: Rebellion - Outlaw Sectors,3,Competitive/E-Sports
Shredders,0,AAA High Graphics
Shoppe Keep,3,Competitive/E-Sports
Sheltered,1,Easy
ShapeRockets,3,Competitive/E-Sports
Shake Your Money Simulator 2016,1,Easy
Shadwen,3,Competitive/E-Sports
Lighthockey,3,Competitive/E-Sports
Liftoff,2,AAA Medium Graphics
Life Is Strange: Episode 3 - Chaos Theory,3,Competitive/E-Sports
Life is Strange: Episode 2 - Out of Time,3,Competitive/E-Sports
StarCraft II: Heart of the Swarm,1,Easy
LEX MORTIS,2,AAA Medium Graphics
Lego Jurassic World,3,Competitive/E-Sports
Life is Strange: Episode 5 - Polarized,3,Competitive/E-Sports
Life Is Strange - Episode 1,3,Competitive/E-Sports
Ships 2017,2,AAA Medium Graphics
Sherlock Holmes: The Devils Daughter,2,AAA Medium Graphics
Sniper: Ghost Warrior,1,Easy
Life Is Feudal,2,AAA Medium Graphics
Skyscraper Simulator,1,Easy
Frozen Synapse: Red,1,Easy
Frontline Tactics,1,Easy
Life is Strange: Episode 4 - Dark Room,3,Competitive/E-Sports
Frozen Hearth,1,Easy
Fray,1,Easy
Elegy for a Dead World,1,Easy
Echo Prime,1,Easy
Dysfunctional Systems: Learning to Manage Chaos,1,Easy
Dynasty Warriors 8: Xtreme Legends Complete Edition,3,Competitive/E-Sports
Star Wars: The Old Republic - Galactic Starfighter,3,Competitive/E-Sports
Star Trek,3,Competitive/E-Sports
Dungeon Defenders II,1,Easy
Spoids,1,Easy
Spellirium,1,Easy
Star Drive,1,Easy
Star Conflict,1,Easy
SpellForce 2 - Faith in Destiny Scenario 3: The Last Stand,1,Easy
Serious Sam VR: The Last Hope,0,AAA High Graphics
Senran Kagura Shinovi Versus,2,AAA Medium Graphics
Legend of Kay Anniversary,3,Competitive/E-Sports
Legend of Iya,1,Easy
Land of Traps,1,Easy
Scrap Garden - The Day Before,1,Easy
Lady Hammerlock the Baroness,1,Easy
Kumoon,1,Easy
Sins of a Solar Empire: Diplomacy,1,Easy
Shadow Tactics: Blades of the Shogun,3,Competitive/E-Sports
Sengoku Jidai: Shadow of the Shogun,1,Easy
Singularity,3,Competitive/E-Sports
Sims 3: Late Night,1,Easy
Sims 3: Fast Lane Stuff,1,Easy
Seasons After Fall,3,Competitive/E-Sports
Sims 3: Barnacle Bay,1,Easy
Sims 3: Create A Sim,1,Easy
Sims 3: Ambitions,1,Easy
Seraph,3,Competitive/E-Sports
Sims 3: Design & High-Tech Stuff,1,Easy
Scrap Mechanic,3,Competitive/E-Sports
Forge,3,Competitive/E-Sports
Shadow Warrior 2,2,AAA Medium Graphics
Football Manager 2013,1,Easy
FLYN,3,Competitive/E-Sports
Drifter,1,Easy
Dreamfall Chapters: The Longest Journey,3,Competitive/E-Sports
Dreadout,3,Competitive/E-Sports
Dragon Age: The Last Court,1,Easy
Dragon Age 3: Inquisition,2,AAA Medium Graphics
SpellForce 2 - Faith in Destiny Scenario 2: The Golden Fool,1,Easy
Dragons And Titans,1,Easy
Door Kickers,1,Easy
Speedball 2 HD,3,Competitive/E-Sports
Special Forces: Team X,3,Competitive/E-Sports
SpeedRunners,1,Easy
Samorost 3,1,Easy
Salt and Sacrifice,1,Easy
Rusty lake: Roots,1,Easy
Sakura Nova,1,Easy
Rugby Union Team Manager 2017,1,Easy
Laserlife,2,AAA Medium Graphics
Korwin The Game,1,Easy
Knee Deep,1,Easy
Savage Resurrection,2,AAA Medium Graphics
Salvaged,0,AAA High Graphics
Sakura Space,1,Easy
Knight Squad,3,Competitive/E-Sports
Shiren the Wanderer: The Tower of Fortune and the Dice of Fate,3,Competitive/E-Sports
Krai Mira/Crimea,3,Competitive/E-Sports
Knights of Pen & Paper 2,1,Easy
Shantae: Riskys Revenge,1,Easy
Fireburst,1,Easy
FIFA Manager 13,1,Easy
FIFA 2012: UEFA Euro 2012,1,Easy
Kings Quest,3,Competitive/E-Sports
Final Fantasy XIII-2,3,Competitive/E-Sports
Fifa 13,1,Easy
Dont Starve: Reign of Giants,1,Easy
Dont Starve Together,1,Easy
Divine Souls,1,Easy
Spacebase DF-9,1,Easy
Dogs Of War Online,3,Competitive/E-Sports
Space Hulk,1,Easy
Special Transport Simulator,1,Easy
Space Conflict,1,Easy
Space Engineers,0,AAA High Graphics
Rugby Challenge 3,3,Competitive/E-Sports
Romance of the Three Kingdoms XIII,1,Easy
Rise of the Tomb Raider - Cold Darkness Awakened,0,AAA High Graphics
RollerCoaster Tycoon World,2,AAA Medium Graphics
Rise of the Tomb Raider - Baba Yaga: Temple of the Witch,0,AAA High Graphics
Rise of the Tomb Raider: 20 Year Celebration,0,AAA High Graphics
Space Engine,1,Easy
RimWorld,1,Easy
Kings of Kung Fu,3,Competitive/E-Sports
Kingdoms CCG,1,Easy
King Voxel,1,Easy
Kelp,1,Easy
Keep Talking and Nobody Explodes,1,Easy
Kensaku Rakuen,1,Easy
Sexy Beach Zero,1,Easy
Shank,1,Easy
Rise of the Tomb Raider,0,AAA High Graphics
Karmaflow: The Rock Videogame,1,Easy
Fibrillation,1,Easy
Kholat,2,AAA Medium Graphics
Dimension Nexus Adventures,1,Easy
Distant Star: Revenant Fleet,1,Easy
Rogue Wizards,1,Easy
DieselStormers,3,Competitive/E-Sports
Diehard Dungeon,1,Easy
Faster Than Light,1,Easy
Distance,3,Competitive/E-Sports
Far Cry 3,3,Competitive/E-Sports
Diablo III: Reaper Of Souls,3,Competitive/E-Sports
Deus Ex: The Fall,3,Competitive/E-Sports
Sonic Lost World,3,Competitive/E-Sports
Soldier Front 2,1,Easy
Sokobond,1,Easy
Solar Flux,1,Easy
Riders of Icarus,2,AAA Medium Graphics
Sniper: Ghost Warrior 2,3,Competitive/E-Sports
Sniper Ghost Warrior 2: Siberian Strike,3,Competitive/E-Sports
SNOW,3,Competitive/E-Sports
Snipers: Invisible Silent Deadly,3,Competitive/E-Sports
Sonic and All-Stars Racing Transformed,3,Competitive/E-Sports
Ride 2,0,AAA High Graphics
Resident Evil Zero HD,3,Competitive/E-Sports
RefRain -prism memories-,3,Competitive/E-Sports
Redout,2,AAA Medium Graphics
ReCore,0,AAA High Graphics
Raw Data,0,AAA High Graphics
Just Get Through,1,Easy
Just Dance 2016,3,Competitive/E-Sports
Jumpjet Rex,1,Easy
Revelation Online,3,Competitive/E-Sports
Jotun,1,Easy
JtR125,1,Easy
S.T.A.L.K.E.R.: Call of Pripyat,1,Easy
RENOIR,3,Competitive/E-Sports
Just Survive,2,AAA Medium Graphics
Fairy Island,1,Easy
Just Cause 3,0,AAA High Graphics
F1 Race Stars,3,Competitive/E-Sports
Depth Hunter 2,1,Easy
Depth,3,Competitive/E-Sports
Democracy 3: Extremism,1,Easy
Defense Grid 2,3,Competitive/E-Sports
Defenders of Time,1,Easy
Sniper Elite: Nazi Zombie Army 2,1,Easy
Slender: The arrival,3,Competitive/E-Sports
Deadstone,1,Easy
Sniper Elite: Nazi Zombie Army,1,Easy
Fairy Bloom Freesia,1,Easy
Smugglers V,1,Easy
SLAMMED!,1,Easy
Quantum Break,0,AAA High Graphics
Sleeping Dogs: Year of the Snake,3,Competitive/E-Sports
Depths of Fear :: Knossos,1,Easy
Quadrilateral Cowboy,3,Competitive/E-Sports
P·O·L·L·E·N,0,AAA High Graphics
Project Highrise,3,Competitive/E-Sports
Project Genom,2,AAA Medium Graphics
Pro Evolution Soccer 2017,3,Competitive/E-Sports
Pro Cycling Manager 2016,3,Competitive/E-Sports
iZBOT,1,Easy
It Came From Space And Ate Our Brains,3,Competitive/E-Sports
Invertical Touch,1,Easy
Insomnia,3,Competitive/E-Sports
Quern - Undying Thoughts,2,AAA Medium Graphics
Infinite Space III: Sea of Stars,1,Easy
Smashmuck Champions,1,Easy
Infinite Crisis,3,Competitive/E-Sports
Ruse,3,Competitive/E-Sports
Ether Vapor Remaster,1,Easy
DeadCore,1,Easy
Deadbreed,3,Competitive/E-Sports
Eve Online: Inferno,1,Easy
Euro Truck Simulator 2,3,Competitive/E-Sports
Rocket Knight,1,Easy
Eve Online: Retribution,1,Easy
Dead Effect,3,Competitive/E-Sports
Skulls of the Shogun,1,Easy
Dead Mans Draw,1,Easy
Six Oclock High,1,Easy
Sins of a Solar Empire: Rebellion - Stellar Phenomena,3,Competitive/E-Sports
Sins of a Solar Empire: Rebellion - Forbidden Worlds,3,Competitive/E-Sports
Sims 3: University Life,1,Easy
Sims 3: Movie Stuff,1,Easy
Sims 3: Monte Vista,1,Easy
Postal Redux,3,Competitive/E-Sports
Polaris Sector,3,Competitive/E-Sports
Plants vs Zombies Garden Warfare 2,0,AAA High Graphics
Planet Coaster,0,AAA High Graphics
Planet Centauri,3,Competitive/E-Sports
Pitfall Planet,2,AAA Medium Graphics
Pillars of Eternity: The White March Part 2,2,AAA Medium Graphics
Infinite,1,Easy
Infinifactory,1,Easy
Idol Hands,3,Competitive/E-Sports
I Shall Remain,1,Easy
HyperRogue,1,Easy
Hyperdimension Neptunia Rebirth2,3,Competitive/E-Sports
Hyper Void,1,Easy
iRacing,0,AAA High Graphics
Hyperdimension Neptunia ReBirth1,3,Competitive/E-Sports
Hyperdimension Neptunia Re;Birth3 V Generation,3,Competitive/E-Sports
HUSH,1,Easy
Skullgirls,1,Easy
Erie,1,Easy
Endless Space,3,Competitive/E-Sports
Elemental: Fallen Enchantress,1,Easy
Datswer,1,Easy
Daylight,3,Competitive/E-Sports
Dark Blood Online,1,Easy
Daily Espada,1,Easy
Sims 3: Into The Future,1,Easy
Sims 3 Dragon Valley,1,Easy
Dark Souls 2: Crown Of The Sunken King,3,Competitive/E-Sports
Dark Souls 2: Crown Of The Old Iron King,3,Competitive/E-Sports
Phantom Brave PC,2,AAA Medium Graphics
Sims 3: 70s 80s and 90s Stuff,1,Easy
Sims 3: Island Paradise,1,Easy
Peak Angle: Drift Online,2,AAA Medium Graphics
Paws,1,Easy
Dark Souls 2: Crown Of The Ivory King,3,Competitive/E-Sports
Path of Exile: Atlas of Worlds,1,Easy
Party Hard - High Crimes,1,Easy
Dark Souls 2,3,Competitive/E-Sports
Party Hard - Dark Castle,1,Easy
Particle Fleet Emergence,3,Competitive/E-Sports
Parkitect,3,Competitive/E-Sports
SimCity: Cities of Tomorrow,3,Competitive/E-Sports
SimCity: Amusement Park Pack,3,Competitive/E-Sports
Paladins: Champions of the Realm,3,Competitive/E-Sports
Hurtworld,3,Competitive/E-Sports
HuniePop,1,Easy
SimCity,3,Competitive/E-Sports
Human Resource Machine,1,Easy
Human Extinction Simulator,1,Easy
Human Element,3,Competitive/E-Sports
House Living Simulator 2015,1,Easy
Paragon,2,AAA Medium Graphics
